symbol,date,open,high,low,close,volume,source,collected_at
OGDC,2016-05-11,142.8,142.99,140.5,141.06,1329100,psxdata,2026-05-11T12:52:40
OGDC,2016-05-12,143.5,144.65,142.6,143.26,4218300,psxdata,2026-05-11T12:52:40
OGDC,2016-05-13,143.78,143.78,141.9,142.56,1570400,psxdata,2026-05-11T12:52:40
OGDC,2016-05-16,143.9,145.28,142.7,144.64,2851600,psxdata,2026-05-11T12:52:40
OGDC,2016-05-17,146.5,148.7,146.5,146.83,5465800,psxdata,2026-05-11T12:52:40
OGDC,2016-05-18,147.9,148.25,146.4,146.93,940200,psxdata,2026-05-11T12:52:40
OGDC,2016-05-19,146.06,146.49,144.51,145.11,2246500,psxdata,2026-05-11T12:52:40
OGDC,2016-05-20,147.0,147.3,144.25,144.68,2314500,psxdata,2026-05-11T12:52:40
OGDC,2016-05-23,144.73,144.85,143.3,143.71,1126100,psxdata,2026-05-11T12:52:40
OGDC,2016-05-24,143.3,143.48,140.8,141.16,2219400,psxdata,2026-05-11T12:52:40
OGDC,2016-05-25,144.0,144.55,142.0,142.43,3100200,psxdata,2026-05-11T12:52:40
OGDC,2016-05-26,143.88,143.9,142.0,142.2,1657300,psxdata,2026-05-11T12:52:40
OGDC,2016-05-27,143.0,144.0,142.01,142.61,2535500,psxdata,2026-05-11T12:52:40
OGDC,2016-05-30,142.6,142.6,139.5,140.03,1697400,psxdata,2026-05-11T12:52:40
OGDC,2016-05-31,140.78,141.8,139.0,139.44,1959200,psxdata,2026-05-11T12:52:40
OGDC,2016-06-01,139.0,140.8,137.99,140.2,1311900,psxdata,2026-05-11T12:52:40
OGDC,2016-06-02,140.34,142.3,140.3,141.84,2094900,psxdata,2026-05-11T12:52:40
OGDC,2016-06-03,142.6,144.35,142.0,143.4,4335900,psxdata,2026-05-11T12:52:40
OGDC,2016-06-06,142.52,143.86,141.53,141.89,1489300,psxdata,2026-05-11T12:52:40
OGDC,2016-06-07,142.5,143.5,141.95,143.22,1953000,psxdata,2026-05-11T12:52:40
OGDC,2016-06-08,144.5,145.38,143.9,144.38,2226400,psxdata,2026-05-11T12:52:40
OGDC,2016-06-09,145.51,145.95,144.5,144.77,1177100,psxdata,2026-05-11T12:52:40
OGDC,2016-06-10,144.11,144.4,140.75,141.57,977200,psxdata,2026-05-11T12:52:40
OGDC,2016-06-13,140.5,140.5,138.25,139.88,985600,psxdata,2026-05-11T12:52:40
OGDC,2016-06-14,139.89,143.25,139.89,142.4,3234900,psxdata,2026-05-11T12:52:40
OGDC,2016-06-15,148.99,148.99,145.0,147.26,6042000,psxdata,2026-05-11T12:52:40
OGDC,2016-06-16,146.75,146.75,144.46,144.64,2250100,psxdata,2026-05-11T12:52:40
OGDC,2016-06-17,144.5,144.5,142.1,142.97,1352600,psxdata,2026-05-11T12:52:40
OGDC,2016-06-20,145.5,145.6,143.5,143.78,1826600,psxdata,2026-05-11T12:52:40
OGDC,2016-06-21,144.0,144.0,142.8,143.46,636900,psxdata,2026-05-11T12:52:40
OGDC,2016-06-22,143.6,143.94,141.55,142.01,1190600,psxdata,2026-05-11T12:52:40
OGDC,2016-06-23,141.4,142.6,140.8,141.94,1357500,psxdata,2026-05-11T12:52:40
OGDC,2016-06-24,139.8,139.8,134.85,135.81,6317600,psxdata,2026-05-11T12:52:40
