date,open,high,low,close,volume,is_anomaly,symbol
2026-05-08,660.0,660.98,649.94,650.81,765774,False,MARI
2026-05-07,658.0,673.0,652.0,662.63,1361411,False,MARI
2026-05-06,644.74,655.0,640.0,650.55,862795,False,MARI
2026-05-05,621.56,641.0,621.56,637.03,444032,False,MARI
2026-05-04,635.0,648.0,626.56,632.74,431744,False,MARI
2026-04-30,638.0,638.0,622.0,631.93,443266,False,MARI
2026-04-29,649.99,653.0,640.0,640.94,291392,False,MARI
2026-04-28,648.0,653.77,645.55,646.76,230499,False,MARI
2026-04-27,655.0,660.0,647.0,651.13,368134,False,MARI
2026-04-24,642.0,661.59,641.01,655.21,527934,False,MARI
2026-04-23,664.1,669.0,650.06,651.86,463833,False,MARI
2026-04-22,668.0,677.0,665.5,666.02,768074,False,MARI
2026-04-21,673.99,675.95,667.5,671.94,883054,False,MARI
2026-04-20,668.94,678.49,662.26,669.69,1100514,False,MARI
2026-04-17,667.0,680.0,664.94,675.85,1544391,False,MARI
2026-04-16,668.0,670.01,662.03,664.94,519838,False,MARI
2026-04-15,685.0,685.0,658.24,660.65,1063196,False,MARI
2026-04-14,652.1,660.0,652.1,656.67,492682,False,MARI
2026-04-13,650.26,654.0,641.1,646.15,700538,False,MARI
2026-04-10,671.0,675.0,666.01,668.21,640785,False,MARI
2026-04-09,685.0,685.0,662.0,667.7,1987220,False,MARI
2026-04-08,680.0,692.0,659.0,688.6,3769585,False,MARI
2026-04-07,629.48,635.0,621.0,631.64,658192,False,MARI
2026-04-06,625.05,637.0,614.0,634.0,725467,False,MARI
2026-04-03,625.0,638.8,622.05,623.08,617372,False,MARI
2026-04-02,634.99,635.0,625.0,632.1,667315,False,MARI
2026-04-01,634.0,658.9,632.5,642.14,1702430,False,MARI
2026-03-31,614.0,635.0,612.0,628.01,655021,False,MARI
2026-03-30,613.0,620.0,603.03,613.86,490813,False,MARI
2026-03-27,634.89,634.89,602.25,617.92,1173469,False,MARI
2026-03-26,640.1,642.1,626.0,627.14,971060,False,MARI
2026-03-25,624.0,650.0,622.01,642.14,1070283,False,MARI
2026-03-24,624.0,629.0,619.0,619.43,703100,False,MARI
2026-03-19,615.0,631.0,605.5,617.07,2039169,False,MARI
2026-03-18,603.0,625.0,600.0,618.45,919164,False,MARI
2026-03-17,600.5,607.0,590.85,600.62,393211,False,MARI
2026-03-16,611.4,613.0,595.0,598.76,398691,False,MARI
2026-03-13,606.1,616.9,604.5,613.62,538257,False,MARI
2026-03-12,620.21,624.0,608.0,608.75,652152,False,MARI
2026-03-11,630.36,640.0,615.0,620.21,721961,False,MARI
2026-03-10,665.0,665.0,620.0,630.36,1566127,False,MARI
2026-03-09,607.0,624.0,565.0,616.99,1473433,False,MARI
2026-03-06,618.0,628.0,610.0,617.05,759660,False,MARI
2026-03-05,592.02,620.0,592.02,617.65,1768794,False,MARI
2026-03-04,590.0,601.0,576.1,590.73,1379920,False,MARI
2026-03-03,547.0,590.0,546.0,585.59,2225279,False,MARI
2026-03-02,550.0,576.9,544.56,545.88,2737751,False,MARI
2026-02-27,610.0,613.0,600.58,605.07,1260405,False,MARI
2026-02-26,606.66,622.0,595.56,612.94,1947713,False,MARI
2026-02-25,620.0,620.0,604.0,605.41,595185,False,MARI
2026-02-24,635.0,635.0,611.0,614.5,1219325,False,MARI
2026-02-23,664.5,665.98,630.21,634.53,1189203,False,MARI
2026-02-20,661.18,671.0,650.0,664.63,744051,False,MARI
2026-02-19,677.0,678.9,652.25,661.2,435673,False,MARI
2026-02-18,679.0,683.0,669.5,676.96,2246022,False,MARI
2026-02-17,671.95,684.5,671.5,676.02,497763,False,MARI
2026-02-16,688.0,690.0,664.0,671.59,820909,False,MARI
2026-02-13,689.9,692.5,683.11,687.25,326489,False,MARI
2026-02-12,692.0,692.99,679.0,687.39,529084,False,MARI
2026-02-11,691.73,696.25,688.99,690.64,300908,False,MARI
2026-02-10,693.0,697.0,690.5,691.73,341826,False,MARI
2026-02-09,702.01,706.0,685.0,692.08,1212487,False,MARI
2026-02-06,705.95,707.5,689.88,700.64,1506943,False,MARI
2026-02-04,710.99,711.0,704.99,705.9,802890,False,MARI
2026-02-03,709.9,715.9,707.5,708.41,573478,False,MARI
2026-02-02,712.0,716.81,704.0,709.0,1077277,False,MARI
2026-01-30,693.01,725.0,693.01,710.07,2057541,False,MARI
2026-01-29,716.01,719.99,698.0,700.45,1654749,False,MARI
2026-01-28,725.01,727.7,714.24,715.57,1032579,False,MARI
2026-01-27,724.0,727.4,715.0,723.87,1468897,False,MARI
2026-01-26,734.0,738.5,720.0,724.37,2199916,False,MARI
2026-01-23,739.0,739.0,730.0,732.58,856234,False,MARI
2026-01-22,738.0,742.74,733.9,735.23,809917,False,MARI
2026-01-21,734.5,749.99,733.5,737.75,2425822,False,MARI
2026-01-20,737.0,739.0,732.1,734.7,721038,False,MARI
2026-01-19,739.1,740.0,734.0,734.9,1203789,False,MARI
2026-01-16,730.0,740.0,728.0,736.52,1698138,False,MARI
2026-01-15,732.99,739.85,718.01,723.8,715952,False,MARI
2026-01-14,739.88,743.0,729.0,733.59,1169490,False,MARI
2026-01-13,734.0,735.0,722.5,733.26,953429,False,MARI
2026-01-12,740.0,740.0,729.01,731.0,954762,False,MARI
2026-01-09,744.0,754.89,738.0,740.92,1742714,False,MARI
2026-01-08,736.0,755.0,736.0,740.97,3594139,False,MARI
2026-01-07,730.1,738.47,729.0,733.06,877904,False,MARI
2026-01-06,737.94,739.5,726.0,728.85,1060539,False,MARI
2026-01-05,734.98,742.36,730.5,734.01,1602394,False,MARI
2026-01-02,718.49,743.9,717.03,730.18,4317301,False,MARI
2026-01-01,716.0,721.0,714.8,716.97,568684,False,MARI
2025-12-31,718.0,723.9,713.51,715.89,871230,False,MARI
2025-12-30,717.98,724.0,715.81,717.83,1092670,False,MARI
2025-12-29,708.7,727.0,704.0,715.63,2723120,False,MARI
2025-12-26,700.63,710.74,700.63,703.41,924821,False,MARI
2025-12-24,706.0,706.97,698.0,700.63,664202,False,MARI
2025-12-23,709.99,710.0,703.0,703.91,364547,False,MARI
2025-12-22,709.0,713.0,704.0,706.67,658525,False,MARI
2025-12-19,702.0,714.1,702.0,706.73,1029507,False,MARI
2025-12-18,706.0,707.0,702.0,703.23,269651,False,MARI
2025-12-17,708.0,710.85,701.01,703.91,625653,False,MARI
2025-12-16,712.01,713.76,705.0,705.94,540181,False,MARI
2025-12-15,707.4,716.0,705.5,707.08,1183292,False,MARI
2025-12-12,705.89,717.0,703.7,707.38,997837,False,MARI
2025-12-11,714.74,714.74,704.0,704.89,425382,False,MARI
2025-12-10,717.0,718.6,704.0,707.44,530132,False,MARI
2025-12-09,707.0,724.9,707.0,714.26,1342838,False,MARI
2025-12-08,704.0,709.3,702.0,704.59,599626,False,MARI
2025-12-05,710.0,710.8,701.26,704.53,677459,False,MARI
2025-12-04,709.89,710.0,701.0,703.1,494834,False,MARI
2025-12-03,712.99,715.0,707.0,707.52,900233,False,MARI
2025-12-02,715.0,723.0,708.98,710.36,1770013,False,MARI
2025-12-01,705.1,714.7,700.99,713.1,1204800,False,MARI
2025-11-28,708.9,709.0,701.9,704.44,748271,False,MARI
2025-11-27,700.94,708.5,699.2,706.37,959147,False,MARI
2025-11-26,698.98,703.25,686.0,700.94,898908,False,MARI
2025-11-25,699.7,701.99,695.26,696.73,374409,False,MARI
2025-11-24,710.4,710.4,697.5,698.21,766261,False,MARI
2025-11-21,707.9,717.75,706.0,708.88,1572319,False,MARI
2025-11-20,700.1,714.9,700.1,710.41,2072308,False,MARI
2025-11-19,693.0,697.0,685.1,694.84,599121,False,MARI
2025-11-18,694.11,695.51,687.0,688.95,496499,False,MARI
2025-11-17,702.25,707.0,692.0,693.82,746081,False,MARI
2025-11-14,701.0,711.75,694.22,701.65,1802313,False,MARI
2025-11-13,686.01,702.0,685.0,697.84,1847448,False,MARI
2025-11-12,684.5,692.0,679.1,681.44,721202,False,MARI
2025-11-11,704.47,704.47,684.0,684.79,996876,False,MARI
2025-11-10,706.0,714.01,702.8,704.47,947886,False,MARI
2025-11-07,685.5,709.0,681.1,699.51,2252474,False,MARI
2025-11-06,691.0,695.01,680.55,684.62,556077,False,MARI
2025-11-05,693.54,707.0,685.11,689.27,1258873,False,MARI
2025-11-04,708.15,709.99,690.0,693.54,896416,False,MARI
2025-11-03,708.0,718.0,702.1,708.15,950185,False,MARI
2025-10-31,700.0,707.5,694.0,700.11,1365348,False,MARI
2025-10-30,701.06,709.99,685.11,691.48,1266461,False,MARI
2025-10-29,717.87,719.0,696.5,700.56,1345182,False,MARI
2025-10-28,725.0,731.49,712.03,715.12,557219,False,MARI
2025-10-27,738.0,738.0,725.0,727.19,711072,False,MARI
2025-10-24,738.99,741.5,730.2,738.64,689677,False,MARI
2025-10-23,742.0,748.88,736.01,739.43,803188,False,MARI
2025-10-22,755.15,758.99,745.99,747.28,796108,False,MARI
2025-10-21,755.0,760.0,751.11,754.48,886832,False,MARI
2025-10-20,745.0,755.0,742.0,751.07,1204309,False,MARI
2025-10-17,753.51,754.95,738.98,740.94,1071487,False,MARI
2025-10-16,764.0,765.0,750.0,752.15,1670216,False,MARI
2025-10-15,760.01,776.5,757.0,759.74,13207476,False,MARI
2025-10-14,714.24,752.0,714.0,745.28,2527244,False,MARI
2025-10-13,725.0,727.0,700.51,703.07,3106012,False,MARI
2025-10-10,739.94,744.01,730.25,732.11,1420587,False,MARI
2025-10-09,741.01,757.0,735.5,743.14,1413885,False,MARI
2025-10-08,757.0,757.0,738.0,740.08,1818741,False,MARI
2025-10-07,771.1,773.4,752.0,753.74,1436693,False,MARI
2025-10-06,776.0,781.89,749.5,770.87,2896640,False,MARI
2025-10-03,790.0,795.0,776.01,778.73,1683404,False,MARI
2025-10-02,778.97,795.0,778.0,788.37,2850259,False,MARI
2025-10-01,747.0,782.0,745.0,776.97,4847975,False,MARI
2025-09-30,737.81,752.0,728.0,741.04,4236190,False,MARI
2025-09-29,741.0,744.5,727.0,737.81,3097388,False,MARI
2025-09-26,713.1,744.5,712.0,734.06,6901388,False,MARI
2025-09-25,689.6,713.5,683.0,706.4,5636500,False,MARI
2025-09-24,681.99,689.88,681.5,687.62,1654068,False,MARI
2025-09-23,673.99,684.01,672.5,680.53,2347957,False,MARI
2025-09-22,672.0,674.5,665.55,672.3,1502808,False,MARI
2025-09-19,677.0,679.43,666.0,667.64,1423491,False,MARI
2025-09-18,670.0,677.0,665.0,672.5,3441416,False,MARI
2025-09-17,686.49,689.0,678.75,680.93,3262951,False,MARI
2025-09-16,679.9,686.8,677.51,684.54,1572979,False,MARI
2025-09-15,674.0,681.99,666.15,677.39,1436338,False,MARI
2025-09-12,678.8,682.0,671.11,673.75,1102278,False,MARI
2025-09-11,696.0,697.0,677.05,681.14,2043435,False,MARI
2025-09-10,696.96,704.0,690.0,694.32,4221532,False,MARI
2025-09-09,669.99,700.9,663.7,687.34,7524771,False,MARI
2025-09-08,654.99,669.0,652.51,665.77,3248501,False,MARI
2025-09-05,654.6,655.0,648.9,651.69,1370855,False,MARI
2025-09-04,649.0,659.0,647.0,652.18,3474878,False,MARI
2025-09-03,639.68,648.0,635.7,645.6,2199885,False,MARI
2025-09-02,633.0,648.5,630.0,637.68,2486721,False,MARI
2025-09-01,627.0,632.25,624.5,630.38,637181,False,MARI
2025-08-29,625.0,632.8,622.9,626.22,944910,False,MARI
2025-08-28,622.5,625.0,620.7,622.35,436998,False,MARI
2025-08-27,632.7,632.99,620.0,621.28,1340947,False,MARI
2025-08-26,627.11,635.0,627.11,628.43,672418,False,MARI
2025-08-25,631.0,636.95,626.88,630.27,775901,False,MARI
2025-08-22,629.95,638.0,629.0,630.67,911163,False,MARI
2025-08-21,632.0,634.99,624.5,627.93,866841,False,MARI
2025-08-20,634.0,637.0,631.1,631.89,531069,False,MARI
2025-08-19,638.98,641.0,633.0,634.08,800168,False,MARI
2025-08-18,635.34,642.98,634.0,638.98,827918,False,MARI
2025-08-15,643.0,644.0,634.0,635.34,884328,False,MARI
2025-08-13,648.85,648.97,639.0,641.08,1217077,False,MARI
